"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-16,1
8,8,8,2020-05-17,8
2,2,2,2020-05-18,2
5,5,5,2020-05-19,5
7,7,7,2020-05-20,7
5,5,5,2020-05-21,5
4,4,4,2020-05-22,4
9,9,9,2020-05-23,9
1,1,1,2020-05-24,1
4,4,4,2020-05-25,4
6,6,6,2020-05-26,6
5,5,5,2020-05-27,5
3,3,3,2020-05-28,3
0,0,1,2020-05-29,NA
2,2,3,2020-05-30,2
3,3,5,2020-05-31,3
2,2,4,2020-06-01,2
3,3,5,2020-06-02,3
5,5,7,2020-06-03,5
4,4,7,2020-06-04,4
4,3,6,2020-06-05,3
4,3,7,2020-06-06,3
4,3,8,2020-06-07,3
7,5,11,2020-06-08,5
10,7,15,2020-06-09,7
7,4,12,2020-06-10,4
4,1,10,2020-06-11,1
6,3,12,2020-06-12,3
5,2,12,2020-06-13,2
5,1,11,2020-06-14,1
5,1,11,2020-06-15,1
4,1,11,2020-06-16,NA
4,1,12,2020-06-17,NA
5,1,13,2020-06-18,NA
5,1,13,2020-06-19,NA
5,1,13,2020-06-20,NA
5,1,14,2020-06-21,NA
5,1,14,2020-06-22,NA
5,1,14,2020-06-23,NA
5,1,15,2020-06-24,NA
