"dt_notific","n.notific"
2020-01-12,1
2020-01-14,1
2020-01-16,1
2020-01-22,1
2020-01-24,1
2020-02-07,1
2020-02-10,1
2020-02-14,1
2020-02-19,1
2020-02-20,3
2020-02-26,1
2020-02-27,1
2020-02-28,1
2020-03-02,1
2020-03-06,1
2020-03-07,1
2020-03-11,2
2020-03-12,1
2020-03-13,1
2020-03-18,1
2020-03-19,2
2020-03-23,1
2020-03-25,1
2020-03-30,1
2020-04-01,3
2020-04-02,2
2020-04-04,1
2020-04-05,1
2020-04-06,2
2020-04-07,2
2020-04-08,2
2020-04-09,1
2020-04-11,2
2020-04-15,4
2020-04-17,1
2020-04-18,1
2020-04-21,2
2020-04-22,2
2020-04-24,2
2020-04-27,2
2020-04-28,1
2020-04-29,2
2020-05-06,1
2020-05-07,1
2020-05-10,3
2020-05-11,1
2020-05-12,1
2020-05-14,2
2020-05-15,8
2020-05-16,6
2020-05-17,13
2020-05-18,9
2020-05-19,6
2020-05-20,5
2020-05-21,10
2020-05-22,5
2020-05-23,2
2020-05-25,2
2020-05-26,3
2020-05-29,1
2020-05-31,2
2020-06-01,1
2020-06-02,1
2020-06-04,6
2020-06-06,3
2020-06-07,2
2020-06-08,5
2020-06-09,1
2020-06-10,7
2020-06-11,1
2020-06-12,1
2020-06-13,5
