"dt_notific","n.notific"
2020-03-15,1
2020-03-24,3
2020-03-25,1
2020-03-26,3
2020-03-27,3
2020-03-30,1
2020-03-31,2
2020-04-01,1
2020-04-02,1
2020-04-03,2
2020-04-05,1
2020-04-06,2
2020-04-07,1
2020-04-08,3
2020-04-09,3
2020-04-10,1
2020-04-11,2
2020-04-13,2
2020-04-14,2
2020-04-15,4
2020-04-16,7
2020-04-17,10
2020-04-18,1
2020-04-19,3
2020-04-20,5
2020-04-21,10
2020-04-22,12
2020-04-23,16
2020-04-24,7
2020-04-25,4
2020-04-26,8
2020-04-27,19
2020-04-28,12
2020-04-29,6
2020-04-30,14
2020-05-01,12
2020-05-02,8
2020-05-03,12
2020-05-04,13
2020-05-05,16
2020-05-06,16
2020-05-07,29
2020-05-08,18
2020-05-09,18
2020-05-10,21
2020-05-11,12
2020-05-12,19
2020-05-13,28
2020-05-14,39
2020-05-15,13
2020-05-16,21
2020-05-17,19
2020-05-18,33
2020-05-19,29
2020-05-20,31
2020-05-21,30
2020-05-22,24
2020-05-23,20
2020-05-24,21
2020-05-25,42
2020-05-26,31
2020-05-27,28
2020-05-28,35
2020-05-29,34
2020-05-30,28
2020-05-31,29
2020-06-01,56
2020-06-02,39
2020-06-03,39
2020-06-04,35
2020-06-05,42
2020-06-06,30
2020-06-07,31
2020-06-08,40
2020-06-09,49
2020-06-10,33
2020-06-11,63
2020-06-12,26
2020-06-13,29
2020-06-14,38
2020-06-15,62
2020-06-16,31
2020-06-17,25
2020-06-18,33
2020-06-19,19
2020-06-20,7
2020-06-21,3
2020-06-22,5
2020-06-23,1
