"data","dt_evoluca","sg_uf","n"
"2020-11-10",2020-03-30,"PA",3
"2020-11-10",2020-03-30,"PB",6
"2020-11-10",2020-03-30,"PE",15
"2020-11-10",2020-03-30,"PI",6
"2020-11-10",2020-03-30,"PR",17
"2020-11-10",2020-03-30,"RJ",33
"2020-11-10",2020-03-30,"RN",1
"2020-11-10",2020-03-30,"RS",12
"2020-11-10",2020-03-30,"SC",5
"2020-11-10",2020-03-30,"SP",149
"2020-11-10",2020-03-31,"AL",3
"2020-11-10",2020-03-31,"AM",3
"2020-11-10",2020-03-31,"BA",3
"2020-11-10",2020-03-31,"CE",21
"2020-11-10",2020-03-31,"DF",5
"2020-11-10",2020-03-31,"ES",2
"2020-11-10",2020-03-31,"GO",4
"2020-11-10",2020-03-31,"MA",3
"2020-11-10",2020-03-31,"MG",26
"2020-11-10",2020-03-31,"MS",4
"2020-11-10",2020-03-31,"MT",2
"2020-11-10",2020-03-31,"PB",4
"2020-11-10",2020-03-31,"PE",13
"2020-11-10",2020-03-31,"PI",4
"2020-11-10",2020-03-31,"PR",14
"2020-11-10",2020-03-31,"RJ",48
"2020-11-10",2020-03-31,"RN",2
"2020-11-10",2020-03-31,"RS",11
"2020-11-10",2020-03-31,"SC",9
"2020-11-10",2020-03-31,"SP",175
"2020-11-10",2020-03-31,"TO",1
"2020-11-10",2020-04-01,"AL",1
"2020-11-10",2020-04-01,"AM",3
"2020-11-10",2020-04-01,"BA",5
"2020-11-10",2020-04-01,"CE",10
"2020-11-10",2020-04-01,"DF",2
"2020-11-10",2020-04-01,"ES",4
"2020-11-10",2020-04-01,"GO",2
"2020-11-10",2020-04-01,"MA",2
"2020-11-10",2020-04-01,"MG",25
"2020-11-10",2020-04-01,"MS",3
"2020-11-10",2020-04-01,"PA",2
"2020-11-10",2020-04-01,"PB",3
"2020-11-10",2020-04-01,"PE",11
"2020-11-10",2020-04-01,"PI",1
"2020-11-10",2020-04-01,"PR",16
"2020-11-10",2020-04-01,"RJ",37
"2020-11-10",2020-04-01,"RN",3
"2020-11-10",2020-04-01,"RS",6
"2020-11-10",2020-04-01,"SC",7
"2020-11-10",2020-04-01,"SP",180
"2020-11-10",2020-04-02,"AL",3
"2020-11-10",2020-04-02,"AM",8
"2020-11-10",2020-04-02,"BA",5
"2020-11-10",2020-04-02,"CE",18
"2020-11-10",2020-04-02,"DF",4
"2020-11-10",2020-04-02,"GO",3
"2020-11-10",2020-04-02,"MA",2
"2020-11-10",2020-04-02,"MG",24
"2020-11-10",2020-04-02,"MS",4
"2020-11-10",2020-04-02,"MT",2
"2020-11-10",2020-04-02,"PA",6
"2020-11-10",2020-04-02,"PE",9
"2020-11-10",2020-04-02,"PI",1
"2020-11-10",2020-04-02,"PR",15
"2020-11-10",2020-04-02,"RJ",61
"2020-11-10",2020-04-02,"RN",6
"2020-11-10",2020-04-02,"RO",1
"2020-11-10",2020-04-02,"RS",12
"2020-11-10",2020-04-02,"SC",14
"2020-11-10",2020-04-02,"SE",3
"2020-11-10",2020-04-02,"SP",180
"2020-11-10",2020-04-03,"AL",1
"2020-11-10",2020-04-03,"AM",12
"2020-11-10",2020-04-03,"AP",1
"2020-11-10",2020-04-03,"BA",7
"2020-11-10",2020-04-03,"CE",17
"2020-11-10",2020-04-03,"DF",10
"2020-11-10",2020-04-03,"ES",2
"2020-11-10",2020-04-03,"GO",8
"2020-11-10",2020-04-03,"MA",2
"2020-11-10",2020-04-03,"MG",22
"2020-11-10",2020-04-03,"MS",5
"2020-11-10",2020-04-03,"MT",2
"2020-11-10",2020-04-03,"PA",4
"2020-11-10",2020-04-03,"PB",3
"2020-11-10",2020-04-03,"PE",19
"2020-11-10",2020-04-03,"PI",9
"2020-11-10",2020-04-03,"PR",16
"2020-11-10",2020-04-03,"RJ",50
"2020-11-10",2020-04-03,"RN",3
"2020-11-10",2020-04-03,"RO",1
"2020-11-10",2020-04-03,"RR",1
"2020-11-10",2020-04-03,"RS",16
"2020-11-10",2020-04-03,"SC",6
"2020-11-10",2020-04-03,"SE",1
"2020-11-10",2020-04-03,"SP",196
"2020-11-10",2020-04-04,"AC",1
"2020-11-10",2020-04-04,"AL",2
"2020-11-10",2020-04-04,"AM",9
"2020-11-10",2020-04-04,"AP",1
"2020-11-10",2020-04-04,"BA",9
"2020-11-10",2020-04-04,"CE",12
"2020-11-10",2020-04-04,"DF",4
"2020-11-10",2020-04-04,"ES",1
"2020-11-10",2020-04-04,"GO",5
"2020-11-10",2020-04-04,"MA",2
"2020-11-10",2020-04-04,"MG",13
"2020-11-10",2020-04-04,"MT",4
"2020-11-10",2020-04-04,"PA",1
"2020-11-10",2020-04-04,"PB",8
"2020-11-10",2020-04-04,"PE",24
"2020-11-10",2020-04-04,"PI",6
"2020-11-10",2020-04-04,"PR",13
"2020-11-10",2020-04-04,"RJ",53
"2020-11-10",2020-04-04,"RN",1
"2020-11-10",2020-04-04,"RS",8
"2020-11-10",2020-04-04,"SC",5
"2020-11-10",2020-04-04,"SP",230
"2020-11-10",2020-04-05,"AL",2
"2020-11-10",2020-04-05,"AM",14
"2020-11-10",2020-04-05,"AP",1
"2020-11-10",2020-04-05,"BA",7
"2020-11-10",2020-04-05,"CE",19
"2020-11-10",2020-04-05,"DF",5
"2020-11-10",2020-04-05,"ES",4
"2020-11-10",2020-04-05,"GO",10
"2020-11-10",2020-04-05,"MA",8
"2020-11-10",2020-04-05,"MG",28
"2020-11-10",2020-04-05,"MS",4
"2020-11-10",2020-04-05,"MT",1
"2020-11-10",2020-04-05,"PA",9
"2020-11-10",2020-04-05,"PB",7
"2020-11-10",2020-04-05,"PE",21
"2020-11-10",2020-04-05,"PI",1
"2020-11-10",2020-04-05,"PR",11
"2020-11-10",2020-04-05,"RJ",62
"2020-11-10",2020-04-05,"RN",2
"2020-11-10",2020-04-05,"RO",1
"2020-11-10",2020-04-05,"RS",13
"2020-11-10",2020-04-05,"SC",7
"2020-11-10",2020-04-05,"SP",218
"2020-11-10",2020-04-05,"TO",1
"2020-11-10",2020-04-06,"AC",2
"2020-11-10",2020-04-06,"AM",17
"2020-11-10",2020-04-06,"AP",1
"2020-11-10",2020-04-06,"BA",11
"2020-11-10",2020-04-06,"CE",29
"2020-11-10",2020-04-06,"DF",4
"2020-11-10",2020-04-06,"GO",4
"2020-11-10",2020-04-06,"MA",4
"2020-11-10",2020-04-06,"MG",26
"2020-11-10",2020-04-06,"MS",5
"2020-11-10",2020-04-06,"MT",1
"2020-11-10",2020-04-06,"PA",6
"2020-11-10",2020-04-06,"PB",2
"2020-11-10",2020-04-06,"PE",21
"2020-11-10",2020-04-06,"PR",19
"2020-11-10",2020-04-06,"RJ",52
"2020-11-10",2020-04-06,"RS",10
"2020-11-10",2020-04-06,"SC",9
"2020-11-10",2020-04-06,"SE",1
"2020-11-10",2020-04-06,"SP",218
"2020-11-10",2020-04-07,"AC",2
"2020-11-10",2020-04-07,"AM",20
"2020-11-10",2020-04-07,"BA",12
"2020-11-10",2020-04-07,"CE",18
"2020-11-10",2020-04-07,"DF",2
"2020-11-10",2020-04-07,"ES",3
"2020-11-10",2020-04-07,"GO",4
"2020-11-10",2020-04-07,"MA",16
"2020-11-10",2020-04-07,"MG",26
"2020-11-10",2020-04-07,"MS",5
"2020-11-10",2020-04-07,"MT",2
"2020-11-10",2020-04-07,"PA",9
"2020-11-10",2020-04-07,"PB",3
"2020-11-10",2020-04-07,"PE",33
"2020-11-10",2020-04-07,"PI",4
"2020-11-10",2020-04-07,"PR",19
"2020-11-10",2020-04-07,"RJ",56
"2020-11-10",2020-04-07,"RN",4
"2020-11-10",2020-04-07,"RO",2
"2020-11-10",2020-04-07,"RS",11
"2020-11-10",2020-04-07,"SC",5
"2020-11-10",2020-04-07,"SE",1
"2020-11-10",2020-04-07,"SP",234
"2020-11-10",2020-04-07,"TO",1
"2020-11-10",2020-04-08,"AM",19
"2020-11-10",2020-04-08,"BA",6
"2020-11-10",2020-04-08,"CE",25
"2020-11-10",2020-04-08,"DF",2
"2020-11-10",2020-04-08,"ES",2
"2020-11-10",2020-04-08,"GO",8
"2020-11-10",2020-04-08,"MA",4
"2020-11-10",2020-04-08,"MG",31
"2020-11-10",2020-04-08,"MS",4
"2020-11-10",2020-04-08,"MT",7
"2020-11-10",2020-04-08,"PA",5
"2020-11-10",2020-04-08,"PB",6
"2020-11-10",2020-04-08,"PE",25
"2020-11-10",2020-04-08,"PI",6
"2020-11-10",2020-04-08,"PR",21
"2020-11-10",2020-04-08,"RJ",69
"2020-11-10",2020-04-08,"RN",6
"2020-11-10",2020-04-08,"RO",1
"2020-11-10",2020-04-08,"RS",13
"2020-11-10",2020-04-08,"SC",12
"2020-11-10",2020-04-08,"SE",1
"2020-11-10",2020-04-08,"SP",184
"2020-11-10",2020-04-08,"TO",1
"2020-11-10",2020-04-09,"AC",1
"2020-11-10",2020-04-09,"AL",3
"2020-11-10",2020-04-09,"AM",27
"2020-11-10",2020-04-09,"BA",9
"2020-11-10",2020-04-09,"CE",20
"2020-11-10",2020-04-09,"DF",5
"2020-11-10",2020-04-09,"ES",2
"2020-11-10",2020-04-09,"GO",5
"2020-11-10",2020-04-09,"MA",7
"2020-11-10",2020-04-09,"MG",23
"2020-11-10",2020-04-09,"MS",4
"2020-11-10",2020-04-09,"PA",9
"2020-11-10",2020-04-09,"PB",6
"2020-11-10",2020-04-09,"PE",25
"2020-11-10",2020-04-09,"PI",3
"2020-11-10",2020-04-09,"PR",19
"2020-11-10",2020-04-09,"RJ",74
"2020-11-10",2020-04-09,"RN",5
"2020-11-10",2020-04-09,"RR",2
"2020-11-10",2020-04-09,"RS",10
"2020-11-10",2020-04-09,"SC",5
"2020-11-10",2020-04-09,"SE",1
"2020-11-10",2020-04-09,"SP",180
"2020-11-10",2020-04-10,"AL",5
"2020-11-10",2020-04-10,"AM",21
"2020-11-10",2020-04-10,"BA",15
"2020-11-10",2020-04-10,"CE",21
"2020-11-10",2020-04-10,"DF",3
"2020-11-10",2020-04-10,"ES",8
"2020-11-10",2020-04-10,"GO",8
"2020-11-10",2020-04-10,"MA",4
"2020-11-10",2020-04-10,"MG",26
"2020-11-10",2020-04-10,"MS",6
"2020-11-10",2020-04-10,"PA",6
"2020-11-10",2020-04-10,"PB",9
"2020-11-10",2020-04-10,"PE",32
"2020-11-10",2020-04-10,"PI",4
"2020-11-10",2020-04-10,"PR",12
"2020-11-10",2020-04-10,"RJ",79
"2020-11-10",2020-04-10,"RN",3
"2020-11-10",2020-04-10,"RO",2
"2020-11-10",2020-04-10,"RS",8
"2020-11-10",2020-04-10,"SC",9
"2020-11-10",2020-04-10,"SP",211
"2020-11-10",2020-04-10,"TO",2
"2020-11-10",2020-04-10,NA,1
"2020-11-10",2020-04-11,"AC",1
"2020-11-10",2020-04-11,"AL",2
"2020-11-10",2020-04-11,"AM",30
"2020-11-10",2020-04-11,"AP",2
"2020-11-10",2020-04-11,"BA",11
"2020-11-10",2020-04-11,"CE",30
"2020-11-10",2020-04-11,"DF",4
"2020-11-10",2020-04-11,"ES",3
"2020-11-10",2020-04-11,"GO",6
"2020-11-10",2020-04-11,"MA",8
"2020-11-10",2020-04-11,"MG",24
"2020-11-10",2020-04-11,"MS",1
"2020-11-10",2020-04-11,"MT",1
"2020-11-10",2020-04-11,"PA",15
"2020-11-10",2020-04-11,"PB",5
"2020-11-10",2020-04-11,"PE",33
"2020-11-10",2020-04-11,"PI",7
"2020-11-10",2020-04-11,"PR",17
"2020-11-10",2020-04-11,"RJ",74
"2020-11-10",2020-04-11,"RN",4
"2020-11-10",2020-04-11,"RR",1
"2020-11-10",2020-04-11,"RS",13
"2020-11-10",2020-04-11,"SC",11
"2020-11-10",2020-04-11,"SE",2
"2020-11-10",2020-04-11,"SP",208
"2020-11-10",2020-04-12,"AC",1
"2020-11-10",2020-04-12,"AL",1
"2020-11-10",2020-04-12,"AM",33
"2020-11-10",2020-04-12,"BA",10
"2020-11-10",2020-04-12,"CE",25
"2020-11-10",2020-04-12,"DF",8
"2020-11-10",2020-04-12,"ES",6
"2020-11-10",2020-04-12,"GO",7
"2020-11-10",2020-04-12,"MA",16
"2020-11-10",2020-04-12,"MG",24
"2020-11-10",2020-04-12,"MS",2
"2020-11-10",2020-04-12,"MT",2
"2020-11-10",2020-04-12,"PA",12
"2020-11-10",2020-04-12,"PB",6
"2020-11-10",2020-04-12,"PE",45
"2020-11-10",2020-04-12,"PI",4
"2020-11-10",2020-04-12,"PR",15
"2020-11-10",2020-04-12,"RJ",107
"2020-11-10",2020-04-12,"RN",2
"2020-11-10",2020-04-12,"RO",1
"2020-11-10",2020-04-12,"RS",12
"2020-11-10",2020-04-12,"SC",8
"2020-11-10",2020-04-12,"SE",1
"2020-11-10",2020-04-12,"SP",208
"2020-11-10",2020-04-13,"AC",2
"2020-11-10",2020-04-13,"AL",1
"2020-11-10",2020-04-13,"AM",32
"2020-11-10",2020-04-13,"AP",1
"2020-11-10",2020-04-13,"BA",10
"2020-11-10",2020-04-13,"CE",31
"2020-11-10",2020-04-13,"DF",2
"2020-11-10",2020-04-13,"ES",3
"2020-11-10",2020-04-13,"GO",4
"2020-11-10",2020-04-13,"MA",14
"2020-11-10",2020-04-13,"MG",29
"2020-11-10",2020-04-13,"MS",2
"2020-11-10",2020-04-13,"MT",2
"2020-11-10",2020-04-13,"PA",25
"2020-11-10",2020-04-13,"PB",12
"2020-11-10",2020-04-13,"PE",50
"2020-11-10",2020-04-13,"PI",6
"2020-11-10",2020-04-13,"PR",21
"2020-11-10",2020-04-13,"RJ",107
"2020-11-10",2020-04-13,"RN",2
"2020-11-10",2020-04-13,"RO",2
"2020-11-10",2020-04-13,"RS",17
"2020-11-10",2020-04-13,"SC",5
"2020-11-10",2020-04-13,"SE",2
"2020-11-10",2020-04-13,"SP",247
"2020-11-10",2020-04-14,"AC",2
"2020-11-10",2020-04-14,"AL",3
"2020-11-10",2020-04-14,"AM",51
"2020-11-10",2020-04-14,"AP",1
"2020-11-10",2020-04-14,"BA",9
"2020-11-10",2020-04-14,"CE",35
"2020-11-10",2020-04-14,"DF",6
"2020-11-10",2020-04-14,"ES",6
"2020-11-10",2020-04-14,"GO",6
"2020-11-10",2020-04-14,"MA",4
"2020-11-10",2020-04-14,"MG",23
"2020-11-10",2020-04-14,"MT",1
"2020-11-10",2020-04-14,"PA",20
"2020-11-10",2020-04-14,"PB",6
"2020-11-10",2020-04-14,"PE",49
"2020-11-10",2020-04-14,"PI",6
"2020-11-10",2020-04-14,"PR",18
"2020-11-10",2020-04-14,"RJ",93
"2020-11-10",2020-04-14,"RN",5
"2020-11-10",2020-04-14,"RO",4
"2020-11-10",2020-04-14,"RS",13
"2020-11-10",2020-04-14,"SC",11
"2020-11-10",2020-04-14,"SE",1
"2020-11-10",2020-04-14,"SP",206
"2020-11-10",2020-04-14,"TO",1
"2020-11-10",2020-04-15,"AC",1
"2020-11-10",2020-04-15,"AL",2
"2020-11-10",2020-04-15,"AM",59
"2020-11-10",2020-04-15,"AP",1
"2020-11-10",2020-04-15,"BA",9
"2020-11-10",2020-04-15,"CE",28
"2020-11-10",2020-04-15,"DF",6
"2020-11-10",2020-04-15,"ES",4
"2020-11-10",2020-04-15,"GO",6
"2020-11-10",2020-04-15,"MA",15
"2020-11-10",2020-04-15,"MG",27
"2020-11-10",2020-04-15,"MS",2
"2020-11-10",2020-04-15,"MT",2
"2020-11-10",2020-04-15,"PA",17
"2020-11-10",2020-04-15,"PB",6
"2020-11-10",2020-04-15,"PE",41
"2020-11-10",2020-04-15,"PI",6
"2020-11-10",2020-04-15,"PR",12
"2020-11-10",2020-04-15,"RJ",120
"2020-11-10",2020-04-15,"RN",1
"2020-11-10",2020-04-15,"RO",1
"2020-11-10",2020-04-15,"RS",13
"2020-11-10",2020-04-15,"SC",6
"2020-11-10",2020-04-15,"SP",194
"2020-11-10",2020-04-15,"TO",2
"2020-11-10",2020-04-15,NA,1
"2020-11-10",2020-04-16,"AC",1
"2020-11-10",2020-04-16,"AL",4
"2020-11-10",2020-04-16,"AM",59
"2020-11-10",2020-04-16,"AP",1
"2020-11-10",2020-04-16,"BA",16
"2020-11-10",2020-04-16,"CE",36
"2020-11-10",2020-04-16,"DF",5
"2020-11-10",2020-04-16,"ES",10
"2020-11-10",2020-04-16,"GO",4
"2020-11-10",2020-04-16,"MA",21
"2020-11-10",2020-04-16,"MG",30
"2020-11-10",2020-04-16,"MS",3
"2020-11-10",2020-04-16,"MT",1
"2020-11-10",2020-04-16,"PA",28
"2020-11-10",2020-04-16,"PB",11
"2020-11-10",2020-04-16,"PE",58
"2020-11-10",2020-04-16,"PI",6
"2020-11-10",2020-04-16,"PR",14
"2020-11-10",2020-04-16,"RJ",122
"2020-11-10",2020-04-16,"RN",2
"2020-11-10",2020-04-16,"RO",1
"2020-11-10",2020-04-16,"RS",12
"2020-11-10",2020-04-16,"SC",4
"2020-11-10",2020-04-16,"SE",2
"2020-11-10",2020-04-16,"SP",219
"2020-11-10",2020-04-17,"AC",1
"2020-11-10",2020-04-17,"AL",5
"2020-11-10",2020-04-17,"AM",69
"2020-11-10",2020-04-17,"BA",12
"2020-11-10",2020-04-17,"CE",39
"2020-11-10",2020-04-17,"DF",7
"2020-11-10",2020-04-17,"ES",7
"2020-11-10",2020-04-17,"GO",5
"2020-11-10",2020-04-17,"MA",25
"2020-11-10",2020-04-17,"MG",16
"2020-11-10",2020-04-17,"MS",2
"2020-11-10",2020-04-17,"MT",1
"2020-11-10",2020-04-17,"PA",21
"2020-11-10",2020-04-17,"PB",7
"2020-11-10",2020-04-17,"PE",50
"2020-11-10",2020-04-17,"PI",2
"2020-11-10",2020-04-17,"PR",18
"2020-11-10",2020-04-17,"RJ",131
"2020-11-10",2020-04-17,"RN",3
"2020-11-10",2020-04-17,"RO",1
"2020-11-10",2020-04-17,"RS",9
"2020-11-10",2020-04-17,"SC",7
"2020-11-10",2020-04-17,"SP",205
"2020-11-10",2020-04-18,"AC",2
"2020-11-10",2020-04-18,"AL",5
"2020-11-10",2020-04-18,"AM",81
"2020-11-10",2020-04-18,"BA",13
"2020-11-10",2020-04-18,"CE",34
"2020-11-10",2020-04-18,"DF",4
"2020-11-10",2020-04-18,"ES",6
"2020-11-10",2020-04-18,"GO",4
"2020-11-10",2020-04-18,"MA",19
"2020-11-10",2020-04-18,"MG",18
"2020-11-10",2020-04-18,"MS",3
"2020-11-10",2020-04-18,"MT",1
"2020-11-10",2020-04-18,"PA",33
"2020-11-10",2020-04-18,"PB",7
"2020-11-10",2020-04-18,"PE",66
"2020-11-10",2020-04-18,"PI",2
"2020-11-10",2020-04-18,"PR",16
"2020-11-10",2020-04-18,"RJ",132
"2020-11-10",2020-04-18,"RN",1
"2020-11-10",2020-04-18,"RO",3
"2020-11-10",2020-04-18,"RS",10
"2020-11-10",2020-04-18,"SC",5
"2020-11-10",2020-04-18,"SE",1
"2020-11-10",2020-04-18,"SP",202
"2020-11-10",2020-04-18,"TO",1
"2020-11-10",2020-04-19,"AC",1
"2020-11-10",2020-04-19,"AL",4
"2020-11-10",2020-04-19,"AM",76
"2020-11-10",2020-04-19,"BA",20
"2020-11-10",2020-04-19,"CE",35
"2020-11-10",2020-04-19,"DF",2
"2020-11-10",2020-04-19,"ES",4
"2020-11-10",2020-04-19,"GO",5
"2020-11-10",2020-04-19,"MA",23
"2020-11-10",2020-04-19,"MG",31
"2020-11-10",2020-04-19,"MS",3
"2020-11-10",2020-04-19,"PA",57
"2020-11-10",2020-04-19,"PB",4
"2020-11-10",2020-04-19,"PE",61
"2020-11-10",2020-04-19,"PI",5
"2020-11-10",2020-04-19,"PR",15
"2020-11-10",2020-04-19,"RJ",159
"2020-11-10",2020-04-19,"RN",5
"2020-11-10",2020-04-19,"RO",1
"2020-11-10",2020-04-19,"RS",13
"2020-11-10",2020-04-19,"SC",4
"2020-11-10",2020-04-19,"SE",1
"2020-11-10",2020-04-19,"SP",224
"2020-11-10",2020-04-19,NA,1
"2020-11-10",2020-04-20,"AC",1
"2020-11-10",2020-04-20,"AL",5
"2020-11-10",2020-04-20,"AM",78
"2020-11-10",2020-04-20,"AP",1
"2020-11-10",2020-04-20,"BA",16
"2020-11-10",2020-04-20,"CE",50
"2020-11-10",2020-04-20,"DF",8
"2020-11-10",2020-04-20,"ES",5
"2020-11-10",2020-04-20,"GO",4
"2020-11-10",2020-04-20,"MA",24
"2020-11-10",2020-04-20,"MG",30
"2020-11-10",2020-04-20,"MS",3
"2020-11-10",2020-04-20,"MT",3
"2020-11-10",2020-04-20,"PA",44
"2020-11-10",2020-04-20,"PB",4
"2020-11-10",2020-04-20,"PE",62
"2020-11-10",2020-04-20,"PI",4
"2020-11-10",2020-04-20,"PR",27
"2020-11-10",2020-04-20,"RJ",180
"2020-11-10",2020-04-20,"RN",5
"2020-11-10",2020-04-20,"RO",2
"2020-11-10",2020-04-20,"RS",6
"2020-11-10",2020-04-20,"SC",2
"2020-11-10",2020-04-20,"SE",4
"2020-11-10",2020-04-20,"SP",241
"2020-11-10",2020-04-20,"TO",1
"2020-11-10",2020-04-20,NA,1
"2020-11-10",2020-04-21,"AL",2
"2020-11-10",2020-04-21,"AM",82
"2020-11-10",2020-04-21,"AP",1
"2020-11-10",2020-04-21,"BA",16
"2020-11-10",2020-04-21,"CE",51
"2020-11-10",2020-04-21,"DF",3
"2020-11-10",2020-04-21,"ES",6
"2020-11-10",2020-04-21,"GO",6
"2020-11-10",2020-04-21,"MA",34
"2020-11-10",2020-04-21,"MG",30
"2020-11-10",2020-04-21,"MS",2
"2020-11-10",2020-04-21,"MT",2
"2020-11-10",2020-04-21,"PA",65
"2020-11-10",2020-04-21,"PB",13
"2020-11-10",2020-04-21,"PE",81
"2020-11-10",2020-04-21,"PI",4
"2020-11-10",2020-04-21,"PR",17
"2020-11-10",2020-04-21,"RJ",162
"2020-11-10",2020-04-21,"RN",8
"2020-11-10",2020-04-21,"RO",5
"2020-11-10",2020-04-21,"RS",11
"2020-11-10",2020-04-21,"SC",5
"2020-11-10",2020-04-21,"SP",210
"2020-11-10",2020-04-22,"AC",3
"2020-11-10",2020-04-22,"AL",7
"2020-11-10",2020-04-22,"AM",96
"2020-11-10",2020-04-22,"AP",3
"2020-11-10",2020-04-22,"BA",23
"2020-11-10",2020-04-22,"CE",46
"2020-11-10",2020-04-22,"DF",9
"2020-11-10",2020-04-22,"ES",4
"2020-11-10",2020-04-22,"GO",8
"2020-11-10",2020-04-22,"MA",37
"2020-11-10",2020-04-22,"MG",27
"2020-11-10",2020-04-22,"MS",3
"2020-11-10",2020-04-22,"MT",3
"2020-11-10",2020-04-22,"PA",74
"2020-11-10",2020-04-22,"PB",9
"2020-11-10",2020-04-22,"PE",75
"2020-11-10",2020-04-22,"PI",2
"2020-11-10",2020-04-22,"PR",24
"2020-11-10",2020-04-22,"RJ",190
"2020-11-10",2020-04-22,"RN",3
"2020-11-10",2020-04-22,"RO",1
"2020-11-10",2020-04-22,"RS",17
"2020-11-10",2020-04-22,"SC",11
"2020-11-10",2020-04-22,"SE",1
"2020-11-10",2020-04-22,"SP",243
"2020-11-10",2020-04-23,"AC",1
"2020-11-10",2020-04-23,"AL",2
"2020-11-10",2020-04-23,"AM",114
"2020-11-10",2020-04-23,"AP",1
"2020-11-10",2020-04-23,"BA",21
"2020-11-10",2020-04-23,"CE",38
"2020-11-10",2020-04-23,"DF",2
"2020-11-10",2020-04-23,"ES",7
"2020-11-10",2020-04-23,"GO",5
"2020-11-10",2020-04-23,"MA",43
"2020-11-10",2020-04-23,"MG",28
"2020-11-10",2020-04-23,"MS",5
"2020-11-10",2020-04-23,"MT",3
"2020-11-10",2020-04-23,"PA",88
"2020-11-10",2020-04-23,"PB",6
"2020-11-10",2020-04-23,"PE",94
"2020-11-10",2020-04-23,"PI",3
"2020-11-10",2020-04-23,"PR",17
"2020-11-10",2020-04-23,"RJ",180
"2020-11-10",2020-04-23,"RN",4
"2020-11-10",2020-04-23,"RO",4
"2020-11-10",2020-04-23,"RS",14
"2020-11-10",2020-04-23,"SC",7
"2020-11-10",2020-04-23,"SP",279
"2020-11-10",2020-04-23,NA,1
"2020-11-10",2020-04-24,"AC",1
"2020-11-10",2020-04-24,"AL",4
"2020-11-10",2020-04-24,"AM",100
"2020-11-10",2020-04-24,"AP",1
"2020-11-10",2020-04-24,"BA",13
"2020-11-10",2020-04-24,"CE",77
"2020-11-10",2020-04-24,"DF",1
"2020-11-10",2020-04-24,"ES",12
"2020-11-10",2020-04-24,"GO",6
"2020-11-10",2020-04-24,"MA",43
"2020-11-10",2020-04-24,"MG",26
"2020-11-10",2020-04-24,"MS",2
"2020-11-10",2020-04-24,"MT",5
"2020-11-10",2020-04-24,"PA",78
"2020-11-10",2020-04-24,"PB",9
"2020-11-10",2020-04-24,"PE",110
"2020-11-10",2020-04-24,"PI",5
"2020-11-10",2020-04-24,"PR",23
"2020-11-10",2020-04-24,"RJ",233
"2020-11-10",2020-04-24,"RN",6
"2020-11-10",2020-04-24,"RO",3
"2020-11-10",2020-04-24,"RS",13
"2020-11-10",2020-04-24,"SC",11
"2020-11-10",2020-04-24,"SE",4
"2020-11-10",2020-04-24,"SP",261
"2020-11-10",2020-04-24,"TO",1
"2020-11-10",2020-04-25,"AC",1
"2020-11-10",2020-04-25,"AL",7
"2020-11-10",2020-04-25,"AM",89
"2020-11-10",2020-04-25,"AP",6
"2020-11-10",2020-04-25,"BA",29
"2020-11-10",2020-04-25,"CE",67
"2020-11-10",2020-04-25,"DF",5
"2020-11-10",2020-04-25,"ES",15
"2020-11-10",2020-04-25,"GO",6
"2020-11-10",2020-04-25,"MA",36
"2020-11-10",2020-04-25,"MG",17
"2020-11-10",2020-04-25,"MS",3
"2020-11-10",2020-04-25,"MT",1
"2020-11-10",2020-04-25,"PA",118
"2020-11-10",2020-04-25,"PB",6
"2020-11-10",2020-04-25,"PE",96
"2020-11-10",2020-04-25,"PI",4
"2020-11-10",2020-04-25,"PR",23
"2020-11-10",2020-04-25,"RJ",260
"2020-11-10",2020-04-25,"RN",7
"2020-11-10",2020-04-25,"RO",3
"2020-11-10",2020-04-25,"RR",2
"2020-11-10",2020-04-25,"RS",16
"2020-11-10",2020-04-25,"SE",3
"2020-11-10",2020-04-25,"SP",251
"2020-11-10",2020-04-25,"TO",1
"2020-11-10",2020-04-26,"AC",3
"2020-11-10",2020-04-26,"AL",6
"2020-11-10",2020-04-26,"AM",104
"2020-11-10",2020-04-26,"AP",1
"2020-11-10",2020-04-26,"BA",17
"2020-11-10",2020-04-26,"CE",64
"2020-11-10",2020-04-26,"DF",2
"2020-11-10",2020-04-26,"ES",11
"2020-11-10",2020-04-26,"GO",8
"2020-11-10",2020-04-26,"MA",44
"2020-11-10",2020-04-26,"MG",28
"2020-11-10",2020-04-26,"MS",4
"2020-11-10",2020-04-26,"MT",1
"2020-11-10",2020-04-26,"PA",93
"2020-11-10",2020-04-26,"PB",11
"2020-11-10",2020-04-26,"PE",99
"2020-11-10",2020-04-26,"PI",2
"2020-11-10",2020-04-26,"PR",13
"2020-11-10",2020-04-26,"RJ",246
"2020-11-10",2020-04-26,"RN",2
"2020-11-10",2020-04-26,"RO",1
"2020-11-10",2020-04-26,"RS",17
"2020-11-10",2020-04-26,"SE",1
"2020-11-10",2020-04-26,"SP",268
"2020-11-10",2020-04-26,NA,1
"2020-11-10",2020-04-27,"AC",4
"2020-11-10",2020-04-27,"AL",5
"2020-11-10",2020-04-27,"AM",113
"2020-11-10",2020-04-27,"AP",7
"2020-11-10",2020-04-27,"BA",14
"2020-11-10",2020-04-27,"CE",75
"2020-11-10",2020-04-27,"DF",5
"2020-11-10",2020-04-27,"ES",11
"2020-11-10",2020-04-27,"GO",14
