"estimate","lower","upper","onset_date","n.reported"
8,8,8,2020-04-26,8
5,5,5,2020-04-27,5
2,2,2,2020-04-28,2
3,3,3,2020-04-29,3
2,2,2,2020-04-30,2
5,5,5,2020-05-01,5
3,3,3,2020-05-02,3
2,2,2,2020-05-03,2
5,5,5,2020-05-04,5
2,2,2,2020-05-05,2
5,5,5,2020-05-06,5
4,4,5,2020-05-07,4
2,2,3,2020-05-08,2
3,3,4,2020-05-09,3
3,3,4,2020-05-10,3
3,3,4,2020-05-11,3
3,3,4,2020-05-12,3
5,5,6,2020-05-13,5
4,4,5,2020-05-14,4
5,5,6,2020-05-15,5
4,4,6,2020-05-16,4
3,3,5,2020-05-17,3
3,3,5,2020-05-18,3
3,3,5,2020-05-19,3
3,3,5,2020-05-20,3
4,4,6,2020-05-21,4
5,5,7,2020-05-22,5
4,4,6,2020-05-23,4
4,4,6,2020-05-24,4
5,5,7,2020-05-25,5
5,4,7,2020-05-26,4
6,5,8,2020-05-27,5
3,2,6,2020-05-28,2
8,7,11,2020-05-29,7
7,5,10,2020-05-30,5
9,7,13,2020-05-31,7
7,4,11,2020-06-01,4
9,6,14,2020-06-02,6
8,5,14,2020-06-03,4
6,2,13,2020-06-04,1
