"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-13,2
3,3,3,2020-05-14,3
3,3,3,2020-05-15,3
2,2,2,2020-05-16,2
0,0,2,2020-05-17,NA
4,4,6,2020-05-18,4
4,4,6,2020-05-19,4
3,3,5,2020-05-20,3
1,1,3,2020-05-21,1
3,3,5,2020-05-22,3
1,1,3,2020-05-23,1
1,1,3,2020-05-24,1
2,2,4,2020-05-25,2
1,1,4,2020-05-26,1
0,0,3,2020-05-27,NA
1,1,4,2020-05-28,1
3,3,6,2020-05-29,3
2,2,5,2020-05-30,2
1,1,4,2020-05-31,1
3,2,5,2020-06-01,2
1,0,3,2020-06-02,NA
3,2,6,2020-06-03,2
1,0,4,2020-06-04,NA
2,1,5,2020-06-05,1
1,0,4,2020-06-06,NA
1,0,4,2020-06-07,NA
2,1,5,2020-06-08,1
1,0,4,2020-06-09,NA
2,1,5,2020-06-10,1
1,0,4,2020-06-11,NA
2,1,5,2020-06-12,1
1,0,4,2020-06-13,NA
1,0,4,2020-06-14,NA
1,0,5,2020-06-15,NA
1,0,5,2020-06-16,NA
1,0,5,2020-06-17,NA
1,0,5,2020-06-18,NA
1,0,5,2020-06-19,NA
1,0,5,2020-06-20,NA
1,0,5,2020-06-21,NA
