"estimate","lower","upper","onset_date","n.reported"
8,8,8,2020-05-18,8
4,4,4,2020-05-19,4
2,2,2,2020-05-20,2
5,5,5,2020-05-21,5
1,1,1,2020-05-22,1
8,8,8,2020-05-23,8
8,8,8,2020-05-24,8
6,6,6,2020-05-25,6
4,4,4,2020-05-26,4
6,6,6,2020-05-27,6
3,3,4,2020-05-28,3
6,6,7,2020-05-29,6
5,5,7,2020-05-30,5
3,3,5,2020-05-31,3
7,7,9,2020-06-01,7
9,9,11,2020-06-02,9
8,8,10,2020-06-03,8
8,8,10,2020-06-04,8
16,16,18,2020-06-05,16
7,7,9,2020-06-06,7
8,8,10,2020-06-07,8
11,11,13,2020-06-08,11
8,8,11,2020-06-09,8
11,11,14,2020-06-10,11
17,16,19,2020-06-11,16
8,7,10,2020-06-12,7
10,9,12,2020-06-13,9
12,11,14,2020-06-14,11
14,13,17,2020-06-15,13
15,14,18,2020-06-16,14
13,12,17,2020-06-17,12
11,9,14,2020-06-18,9
14,12,18,2020-06-19,12
20,18,25,2020-06-20,18
13,9,17,2020-06-21,9
8,5,13,2020-06-22,4
21,17,27,2020-06-23,15
15,10,22,2020-06-24,8
14,8,22,2020-06-25,5
17,10,28,2020-06-26,5
