"dt_notific","n.notific"
2020-01-12,1
2020-01-15,1
2020-01-27,1
2020-02-04,1
2020-02-14,1
2020-02-25,1
2020-02-26,2
2020-02-27,2
2020-02-28,1
2020-03-01,1
2020-03-04,1
2020-03-06,1
2020-03-07,1
2020-03-09,1
2020-03-10,1
2020-03-12,3
2020-03-13,4
2020-03-14,1
2020-03-15,1
2020-03-16,5
2020-03-17,5
2020-03-18,7
2020-03-19,5
2020-03-20,10
2020-03-21,5
2020-03-22,8
2020-03-23,24
2020-03-24,29
2020-03-25,25
2020-03-26,33
2020-03-27,34
2020-03-28,26
2020-03-29,25
2020-03-30,47
2020-03-31,35
2020-04-01,33
2020-04-02,32
2020-04-03,38
2020-04-04,31
2020-04-05,33
2020-04-06,51
2020-04-07,34
2020-04-08,31
2020-04-09,38
2020-04-10,22
2020-04-11,25
2020-04-12,25
2020-04-13,74
2020-04-14,54
2020-04-15,46
2020-04-16,54
2020-04-17,31
2020-04-18,43
2020-04-19,24
2020-04-20,41
2020-04-21,55
2020-04-22,50
2020-04-23,57
2020-04-24,51
2020-04-25,43
2020-04-26,42
2020-04-27,75
2020-04-28,72
2020-04-29,55
2020-04-30,85
2020-05-01,66
2020-05-02,51
2020-05-03,44
2020-05-04,76
2020-05-05,78
2020-05-06,70
2020-05-07,57
2020-05-08,64
2020-05-09,80
2020-05-10,57
2020-05-11,69
2020-05-12,80
2020-05-13,71
2020-05-14,92
2020-05-15,92
2020-05-16,57
2020-05-17,52
2020-05-18,83
2020-05-19,70
2020-05-20,72
2020-05-21,87
2020-05-22,81
2020-05-23,55
2020-05-24,44
2020-05-25,49
2020-05-26,82
2020-05-27,65
2020-05-28,60
2020-05-29,79
2020-05-30,49
2020-05-31,58
2020-06-01,59
2020-06-02,74
2020-06-03,48
2020-06-04,60
2020-06-05,51
2020-06-06,48
2020-06-07,40
2020-06-08,68
2020-06-09,75
2020-06-10,61
2020-06-11,64
2020-06-12,51
2020-06-13,54
2020-06-14,35
2020-06-15,68
2020-06-16,71
2020-06-17,50
2020-06-18,50
2020-06-19,64
2020-06-20,34
2020-06-21,19
2020-06-22,45
2020-06-23,55
2020-06-24,35
2020-06-25,21
2020-06-26,36
2020-06-27,13
2020-06-28,10
2020-06-29,26
2020-06-30,29
2020-07-01,14
2020-07-02,17
2020-07-03,8
2020-07-04,1
