"dt_notific","n.notific"
2020-01-12,1
2020-01-15,1
2020-01-27,1
2020-02-04,1
2020-02-14,1
2020-02-25,1
2020-02-26,2
2020-02-27,2
2020-02-28,1
2020-03-01,1
2020-03-04,1
2020-03-06,1
2020-03-07,1
2020-03-09,1
2020-03-10,1
2020-03-12,3
2020-03-13,4
2020-03-14,1
2020-03-15,1
2020-03-16,5
2020-03-17,5
2020-03-18,7
2020-03-19,5
2020-03-20,10
2020-03-21,5
2020-03-22,8
2020-03-23,24
2020-03-24,28
2020-03-25,25
2020-03-26,32
2020-03-27,34
2020-03-28,24
2020-03-29,25
2020-03-30,42
2020-03-31,35
2020-04-01,32
2020-04-02,32
2020-04-03,38
2020-04-04,31
2020-04-05,33
2020-04-06,50
2020-04-07,34
2020-04-08,31
2020-04-09,38
2020-04-10,21
2020-04-11,25
2020-04-12,25
2020-04-13,72
2020-04-14,54
2020-04-15,46
2020-04-16,53
2020-04-17,30
2020-04-18,43
2020-04-19,23
2020-04-20,41
2020-04-21,54
2020-04-22,48
2020-04-23,57
2020-04-24,51
2020-04-25,41
2020-04-26,39
2020-04-27,72
2020-04-28,70
2020-04-29,54
2020-04-30,84
2020-05-01,66
2020-05-02,49
2020-05-03,43
2020-05-04,75
2020-05-05,76
2020-05-06,70
2020-05-07,56
2020-05-08,63
2020-05-09,77
2020-05-10,53
2020-05-11,66
2020-05-12,79
2020-05-13,70
2020-05-14,89
2020-05-15,89
2020-05-16,56
2020-05-17,52
2020-05-18,83
2020-05-19,69
2020-05-20,71
2020-05-21,85
2020-05-22,80
2020-05-23,55
2020-05-24,44
2020-05-25,51
2020-05-26,80
2020-05-27,66
2020-05-28,62
2020-05-29,78
2020-05-30,49
2020-05-31,58
2020-06-01,60
2020-06-02,73
2020-06-03,45
2020-06-04,56
2020-06-05,51
2020-06-06,49
2020-06-07,38
2020-06-08,64
2020-06-09,75
2020-06-10,59
2020-06-11,66
2020-06-12,52
2020-06-13,50
2020-06-14,36
2020-06-15,65
2020-06-16,69
2020-06-17,51
2020-06-18,49
2020-06-19,66
2020-06-20,37
2020-06-21,20
2020-06-22,53
2020-06-23,56
2020-06-24,35
2020-06-25,22
2020-06-26,37
2020-06-27,13
2020-06-28,11
2020-06-29,35
2020-06-30,34
2020-07-01,22
2020-07-02,21
2020-07-03,17
2020-07-04,8
2020-07-05,6
2020-07-06,7
2020-07-07,3
