"dt_notific","n.notific"
2020-03-24,1
2020-03-29,1
2020-03-31,2
2020-04-02,1
2020-04-04,2
2020-04-05,1
2020-04-06,6
2020-04-07,2
2020-04-08,3
2020-04-09,2
2020-04-10,1
2020-04-12,3
2020-04-13,5
2020-04-14,6
2020-04-15,2
2020-04-16,8
2020-04-17,9
2020-04-18,2
2020-04-19,3
2020-04-20,6
2020-04-21,3
2020-04-22,6
2020-04-23,8
2020-04-24,3
2020-04-25,1
2020-04-26,5
2020-04-27,14
2020-04-28,6
2020-04-29,13
2020-04-30,10
2020-05-01,4
2020-05-02,6
2020-05-03,9
2020-05-04,7
2020-05-05,12
2020-05-06,4
2020-05-07,3
2020-05-08,6
2020-05-09,8
2020-05-10,6
2020-05-11,11
2020-05-12,13
2020-05-13,5
2020-05-14,6
2020-05-15,7
2020-05-16,5
2020-05-17,1
2020-05-18,6
2020-05-19,8
2020-05-20,5
2020-05-21,9
2020-05-22,7
2020-05-23,1
2020-05-24,2
2020-05-25,9
2020-05-26,5
2020-05-27,3
2020-05-28,1
2020-05-29,3
2020-06-01,4
2020-06-02,3
2020-06-03,2
2020-06-04,1
2020-06-06,2
2020-06-08,2
2020-06-09,1
2020-06-10,6
2020-06-11,2
2020-06-12,2
2020-06-13,2
2020-06-17,2
2020-06-18,2
2020-06-20,2
2020-06-23,1
