"dt_evoluca","n.casos"
2020-04-03,1
2020-04-08,2
2020-04-11,1
2020-04-15,1
2020-04-20,1
2020-04-23,1
2020-04-24,2
2020-04-27,1
2020-05-02,1
2020-05-03,1
2020-05-07,1
2020-05-09,3
2020-05-11,3
2020-05-13,3
2020-05-14,3
2020-05-15,1
2020-05-16,2
2020-05-18,2
2020-05-19,1
2020-05-21,1
2020-05-22,1
2020-05-23,4
2020-05-24,3
2020-05-25,3
2020-05-26,2
2020-05-27,1
2020-05-28,3
2020-05-29,4
2020-05-30,3
2020-05-31,3
2020-06-01,6
2020-06-02,3
2020-06-03,5
2020-06-04,2
2020-06-05,2
2020-06-06,6
2020-06-07,7
2020-06-08,3
2020-06-09,3
2020-06-10,2
2020-06-11,4
2020-06-12,5
2020-06-13,6
2020-06-14,5
2020-06-15,4
2020-06-16,1
2020-06-17,5
2020-06-18,2
2020-06-19,3
2020-06-20,3
2020-06-21,4
2020-06-22,1
