"dt_evoluca","n.casos"
2020-04-03,1
2020-04-08,2
2020-04-11,1
2020-04-15,1
2020-04-20,1
2020-04-23,1
2020-04-24,2
2020-04-27,1
2020-05-02,1
2020-05-03,1
2020-05-07,1
2020-05-09,3
2020-05-11,3
2020-05-13,3
2020-05-14,3
2020-05-15,1
2020-05-16,2
2020-05-18,2
2020-05-19,1
2020-05-20,1
2020-05-21,1
2020-05-22,1
2020-05-23,4
2020-05-24,3
2020-05-25,3
2020-05-26,3
2020-05-27,1
2020-05-28,3
2020-05-29,6
2020-05-30,3
2020-05-31,3
2020-06-01,6
2020-06-02,3
2020-06-03,8
2020-06-04,4
2020-06-05,4
2020-06-06,7
2020-06-07,7
2020-06-08,5
2020-06-09,6
2020-06-10,4
2020-06-11,5
2020-06-12,11
2020-06-13,11
2020-06-14,7
2020-06-15,14
2020-06-16,6
2020-06-17,14
2020-06-18,3
2020-06-19,6
2020-06-20,13
2020-06-21,10
2020-06-22,9
2020-06-23,5
2020-06-24,13
2020-06-25,8
2020-06-26,7
2020-06-27,5
2020-06-28,7
2020-06-29,9
2020-06-30,11
2020-07-01,3
2020-07-02,9
2020-07-03,5
2020-07-04,9
2020-07-05,8
2020-07-06,7
2020-07-07,5
2020-07-08,4
2020-07-09,7
2020-07-10,4
2020-07-11,4
2020-07-12,4
2020-07-13,3
