"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-04-25,5
1,1,2,2020-04-26,1
0,0,2,2020-04-27,NA
1,1,3,2020-04-28,1
0,0,2,2020-04-29,NA
0,0,2,2020-04-30,NA
2,2,4,2020-05-01,2
2,2,4,2020-05-02,2
3,3,5,2020-05-03,3
2,2,4,2020-05-04,2
1,1,3,2020-05-05,1
1,1,3,2020-05-06,1
5,5,8,2020-05-07,5
2,2,5,2020-05-08,2
2,2,5,2020-05-09,2
2,2,5,2020-05-10,2
4,4,7,2020-05-11,4
4,4,7,2020-05-12,4
7,6,10,2020-05-13,6
3,2,6,2020-05-14,2
5,4,8,2020-05-15,4
4,3,7,2020-05-16,3
6,5,10,2020-05-17,5
4,3,8,2020-05-18,3
7,6,11,2020-05-19,6
7,6,12,2020-05-20,6
4,2,8,2020-05-21,2
6,4,10,2020-05-22,4
3,1,8,2020-05-23,1
4,2,9,2020-05-24,2
2,0,7,2020-05-25,NA
5,2,10,2020-05-26,2
4,1,9,2020-05-27,1
3,0,9,2020-05-28,NA
4,0,10,2020-05-29,NA
5,1,13,2020-05-30,1
4,0,12,2020-05-31,NA
4,0,13,2020-06-01,NA
4,0,14,2020-06-02,NA
4,0,14,2020-06-03,NA
