"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-03,2
3,3,3,2020-05-04,3
3,3,3,2020-05-05,3
1,1,1,2020-05-06,1
3,3,3,2020-05-07,3
3,3,3,2020-05-08,3
5,5,5,2020-05-09,5
4,4,4,2020-05-10,4
6,6,6,2020-05-11,6
0,0,0,2020-05-12,NA
3,3,3,2020-05-13,3
2,2,2,2020-05-14,2
3,3,4,2020-05-15,3
2,2,3,2020-05-16,2
1,1,2,2020-05-17,1
1,1,2,2020-05-18,1
1,1,2,2020-05-19,1
3,3,4,2020-05-20,3
2,2,3,2020-05-21,2
8,8,9,2020-05-22,8
1,1,2,2020-05-23,1
1,1,3,2020-05-24,1
3,3,5,2020-05-25,3
2,2,4,2020-05-26,2
3,3,5,2020-05-27,3
3,3,5,2020-05-28,3
4,4,7,2020-05-29,4
2,2,4,2020-05-30,2
2,2,4,2020-05-31,2
0,0,3,2020-06-01,NA
2,1,4,2020-06-02,1
3,2,5,2020-06-03,2
2,1,4,2020-06-04,1
3,2,5,2020-06-05,2
3,2,6,2020-06-06,2
1,0,4,2020-06-07,NA
7,6,10,2020-06-08,6
2,1,6,2020-06-09,1
3,1,7,2020-06-10,1
3,0,7,2020-06-11,NA
