"estimate","lower","upper","onset_date","n.reported"
9,9,9,2020-05-21,9
6,6,6,2020-05-22,6
7,7,7,2020-05-23,7
7,7,8,2020-05-24,7
5,5,6,2020-05-25,5
7,7,8,2020-05-26,7
8,8,9,2020-05-27,8
4,4,6,2020-05-28,4
4,4,6,2020-05-29,4
6,6,8,2020-05-30,6
2,2,4,2020-05-31,2
6,6,8,2020-06-01,6
5,5,8,2020-06-02,5
3,3,5,2020-06-03,3
2,2,5,2020-06-04,2
5,5,8,2020-06-05,5
9,8,11,2020-06-06,8
3,2,5,2020-06-07,2
3,3,6,2020-06-08,3
3,3,6,2020-06-09,3
4,3,6,2020-06-10,3
6,5,9,2020-06-11,5
2,1,5,2020-06-12,1
1,0,4,2020-06-13,NA
3,2,6,2020-06-14,2
4,3,7,2020-06-15,3
3,2,7,2020-06-16,2
2,1,6,2020-06-17,1
3,1,6,2020-06-18,1
2,0,6,2020-06-19,NA
4,2,8,2020-06-20,2
2,0,7,2020-06-21,NA
6,3,10,2020-06-22,3
3,0,8,2020-06-23,NA
3,0,8,2020-06-24,NA
3,0,8,2020-06-25,NA
4,1,10,2020-06-26,1
4,0,9,2020-06-27,NA
4,0,9,2020-06-28,NA
4,0,10,2020-06-29,NA
