"dt_evoluca","n.casos"
2020-02-17,1
2020-03-20,1
2020-03-21,2
2020-03-24,1
2020-03-27,3
2020-03-28,5
2020-03-29,1
2020-03-30,3
2020-03-31,1
2020-04-02,5
2020-04-03,3
2020-04-04,4
2020-04-05,3
2020-04-06,3
2020-04-08,2
2020-04-09,3
2020-04-10,2
2020-04-11,3
2020-04-12,3
2020-04-13,2
2020-04-14,4
2020-04-15,2
2020-04-16,3
2020-04-17,5
2020-04-18,2
2020-04-19,4
2020-04-20,1
2020-04-22,5
2020-04-23,2
2020-04-24,2
2020-04-25,6
2020-04-26,3
2020-04-27,4
2020-04-28,7
2020-04-29,4
2020-04-30,2
2020-05-01,3
2020-05-02,3
2020-05-03,4
2020-05-04,5
2020-05-05,3
2020-05-06,5
2020-05-07,4
2020-05-08,3
2020-05-09,7
2020-05-10,5
2020-05-11,12
2020-05-13,7
2020-05-14,3
2020-05-15,5
2020-05-16,4
2020-05-17,1
2020-05-18,4
2020-05-19,5
2020-05-20,4
2020-05-21,3
2020-05-22,11
2020-05-23,2
2020-05-24,2
2020-05-25,6
2020-05-26,2
2020-05-27,3
2020-05-28,5
2020-05-29,5
2020-05-30,3
2020-05-31,2
2020-06-01,2
2020-06-02,2
2020-06-03,3
2020-06-04,3
2020-06-05,2
2020-06-06,2
2020-06-08,6
2020-06-09,2
2020-06-10,5
2020-06-11,3
2020-06-12,7
2020-06-13,4
2020-06-14,4
2020-06-15,5
2020-06-16,1
2020-06-17,4
2020-06-18,5
2020-06-19,2
2020-06-20,2
2020-06-21,2
2020-06-22,4
2020-06-23,6
2020-06-24,3
2020-06-25,6
2020-06-26,11
2020-06-27,4
2020-06-28,3
2020-06-29,4
2020-06-30,2
2020-07-01,2
2020-07-02,2
2020-07-04,1
2020-07-05,2
2020-07-06,7
2020-07-07,2
2020-07-08,3
2020-07-09,3
2020-07-10,6
2020-07-11,4
2020-07-12,2
2020-07-13,3
2020-07-14,2
2020-07-15,3
