"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-16,1
3,3,3,2020-05-17,3
1,1,1,2020-05-18,1
2,2,2,2020-05-19,2
4,4,4,2020-05-20,4
0,0,0,2020-05-21,NA
0,0,0,2020-05-22,NA
2,2,2,2020-05-23,2
3,3,3,2020-05-24,3
1,1,1,2020-05-25,1
2,2,2,2020-05-26,2
1,1,2,2020-05-27,1
0,0,1,2020-05-28,NA
2,2,3,2020-05-29,2
0,0,1,2020-05-30,NA
2,2,3,2020-05-31,2
2,2,3,2020-06-01,2
2,2,3,2020-06-02,2
3,3,4,2020-06-03,3
0,0,1,2020-06-04,NA
5,5,6,2020-06-05,5
0,0,2,2020-06-06,NA
6,6,8,2020-06-07,6
2,2,4,2020-06-08,2
2,2,4,2020-06-09,2
3,3,5,2020-06-10,3
1,1,3,2020-06-11,1
1,1,4,2020-06-12,1
4,4,7,2020-06-13,4
1,1,4,2020-06-14,1
3,2,6,2020-06-15,2
5,4,8,2020-06-16,4
3,2,7,2020-06-17,2
3,1,7,2020-06-18,1
7,5,12,2020-06-19,5
4,1,10,2020-06-20,1
6,3,13,2020-06-21,3
6,2,13,2020-06-22,2
5,1,13,2020-06-23,1
7,2,16,2020-06-24,2
