"dt_notific","n.notific"
2019-12-29,1
2020-01-02,1
2020-01-03,2
2020-01-04,1
2020-01-05,1
2020-01-06,1
2020-01-08,6
2020-01-09,2
2020-01-10,1
2020-01-11,4
2020-01-13,1
2020-01-14,2
2020-01-15,2
2020-01-16,3
2020-01-17,1
2020-01-20,3
2020-01-23,1
2020-01-24,2
2020-01-25,1
2020-01-26,1
2020-01-27,3
2020-01-28,1
2020-01-29,2
2020-01-30,2
2020-02-01,1
2020-02-02,1
2020-02-03,3
2020-02-04,4
2020-02-05,2
2020-02-06,1
2020-02-07,1
2020-02-08,1
2020-02-10,3
2020-02-13,2
2020-02-14,3
2020-02-15,3
2020-02-16,1
2020-02-17,7
2020-02-18,3
2020-02-19,6
2020-02-20,4
2020-02-21,4
2020-02-22,1
2020-02-23,1
2020-02-25,2
2020-02-26,5
2020-02-27,7
2020-02-28,5
2020-02-29,2
2020-03-01,4
2020-03-02,9
2020-03-03,7
2020-03-04,1
2020-03-05,3
2020-03-06,3
2020-03-07,2
2020-03-08,2
2020-03-09,6
2020-03-10,5
2020-03-11,12
2020-03-12,3
2020-03-13,9
2020-03-14,4
2020-03-15,7
2020-03-16,26
2020-03-17,21
2020-03-18,25
2020-03-19,33
2020-03-20,39
2020-03-21,20
2020-03-22,38
2020-03-23,108
2020-03-24,48
2020-03-25,68
2020-03-26,61
2020-03-27,62
2020-03-28,43
2020-03-29,42
2020-03-30,83
2020-03-31,67
2020-04-01,59
2020-04-02,72
2020-04-03,59
2020-04-04,29
2020-04-05,30
2020-04-06,80
2020-04-07,56
2020-04-08,60
2020-04-09,50
2020-04-10,33
2020-04-11,35
2020-04-12,22
2020-04-13,58
2020-04-14,50
2020-04-15,47
2020-04-16,53
2020-04-17,41
2020-04-18,41
2020-04-19,37
2020-04-20,60
2020-04-21,30
2020-04-22,80
2020-04-23,79
2020-04-24,60
2020-04-25,36
2020-04-26,34
2020-04-27,76
2020-04-28,69
2020-04-29,79
2020-04-30,56
2020-05-01,56
2020-05-02,59
2020-05-03,44
2020-05-04,92
2020-05-05,85
2020-05-06,71
2020-05-07,78
2020-05-08,65
2020-05-09,48
2020-05-10,49
2020-05-11,91
2020-05-12,81
2020-05-13,74
2020-05-14,98
2020-05-15,99
2020-05-16,72
2020-05-17,62
2020-05-18,134
2020-05-19,97
2020-05-20,105
2020-05-21,93
2020-05-22,98
2020-05-23,73
2020-05-24,60
2020-05-25,117
2020-05-26,109
2020-05-27,91
2020-05-28,104
2020-05-29,109
2020-05-30,56
2020-05-31,105
2020-06-01,108
2020-06-02,116
2020-06-03,125
2020-06-04,135
2020-06-05,128
2020-06-06,91
2020-06-07,106
2020-06-08,155
2020-06-09,140
2020-06-10,159
2020-06-11,140
2020-06-12,168
2020-06-13,98
2020-06-14,98
2020-06-15,194
2020-06-16,142
2020-06-17,173
2020-06-18,142
2020-06-19,156
2020-06-20,95
2020-06-21,110
2020-06-22,204
2020-06-23,164
2020-06-24,166
2020-06-25,185
2020-06-26,176
2020-06-27,97
2020-06-28,121
2020-06-29,195
2020-06-30,175
2020-07-01,156
2020-07-02,153
2020-07-03,145
2020-07-04,101
2020-07-05,119
2020-07-06,200
2020-07-07,162
2020-07-08,137
2020-07-09,131
2020-07-10,71
2020-07-11,27
2020-07-12,6
