"dt_notific","n.notific"
2020-01-23,1
2020-02-13,1
2020-02-17,1
2020-02-24,1
2020-02-26,1
2020-03-10,1
2020-03-11,1
2020-03-13,2
2020-03-16,3
2020-03-17,1
2020-03-19,2
2020-03-20,5
2020-03-21,5
2020-03-22,3
2020-03-23,10
2020-03-24,6
2020-03-25,7
2020-03-26,6
2020-03-27,5
2020-03-28,7
2020-03-29,6
2020-03-30,10
2020-03-31,7
2020-04-01,7
2020-04-02,5
2020-04-03,5
2020-04-04,3
2020-04-05,9
2020-04-06,6
2020-04-07,5
2020-04-08,5
2020-04-09,5
2020-04-10,5
2020-04-11,3
2020-04-12,2
2020-04-13,4
2020-04-14,5
2020-04-15,4
2020-04-16,7
2020-04-17,2
2020-04-18,6
2020-04-19,5
2020-04-20,5
2020-04-21,4
2020-04-22,11
2020-04-23,4
2020-04-24,6
2020-04-25,4
2020-04-26,8
2020-04-27,11
2020-04-28,7
2020-04-29,6
2020-04-30,6
2020-05-01,6
2020-05-02,7
2020-05-03,4
2020-05-04,9
2020-05-05,3
2020-05-06,7
2020-05-07,5
2020-05-08,8
2020-05-09,5
2020-05-10,8
2020-05-11,11
2020-05-12,14
2020-05-13,7
2020-05-14,10
2020-05-15,8
2020-05-16,5
2020-05-17,7
2020-05-18,12
2020-05-19,4
2020-05-20,13
2020-05-21,8
2020-05-22,7
2020-05-23,6
2020-05-24,4
2020-05-25,7
2020-05-26,16
2020-05-27,11
2020-05-28,3
2020-05-29,5
2020-05-30,3
2020-05-31,7
2020-06-01,8
2020-06-02,3
2020-06-03,8
2020-06-04,1
2020-06-05,1
2020-06-07,2
2020-06-08,2
