"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-04-28,1
1,1,2,2020-04-29,1
4,4,5,2020-04-30,4
5,5,7,2020-05-01,5
4,4,6,2020-05-02,4
5,5,7,2020-05-03,5
8,8,11,2020-05-04,8
9,9,12,2020-05-05,9
7,6,10,2020-05-06,6
7,6,10,2020-05-07,6
9,8,13,2020-05-08,8
7,6,11,2020-05-09,6
8,7,12,2020-05-10,7
5,3,9,2020-05-11,3
9,7,14,2020-05-12,7
5,3,10,2020-05-13,3
7,5,12,2020-05-14,5
5,2,10,2020-05-15,2
8,5,13,2020-05-16,5
5,2,10,2020-05-17,2
8,5,14,2020-05-18,5
4,1,9,2020-05-19,1
5,2,10,2020-05-20,2
4,1,9,2020-05-21,1
5,2,10,2020-05-22,2
3,1,9,2020-05-23,1
2,0,7,2020-05-24,NA
3,1,8,2020-05-25,1
2,0,7,2020-05-26,NA
2,0,7,2020-05-27,NA
2,0,7,2020-05-28,NA
2,0,7,2020-05-29,NA
2,0,8,2020-05-30,NA
2,0,8,2020-05-31,NA
2,0,8,2020-06-01,NA
2,0,9,2020-06-02,NA
2,0,9,2020-06-03,NA
2,0,9.02499999999964,2020-06-04,NA
2,0,10,2020-06-05,NA
2,0,10,2020-06-06,NA
