"dt_notific","n.notific"
2020-03-18,1
2020-04-06,1
2020-04-26,3
2020-04-29,3
2020-04-30,2
2020-05-02,5
2020-05-03,1
2020-05-04,2
2020-05-05,5
2020-05-07,2
2020-05-09,4
2020-05-10,2
2020-05-11,4
2020-05-12,2
2020-05-13,2
2020-05-14,3
2020-05-15,5
2020-05-16,4
2020-05-18,2
2020-05-19,10
2020-05-20,3
2020-05-21,3
2020-05-22,5
2020-05-23,1
2020-05-24,3
2020-05-25,4
2020-05-26,3
2020-05-27,2
2020-05-28,6
2020-05-29,5
2020-05-31,4
2020-06-01,8
2020-06-02,3
2020-06-03,10
2020-06-04,7
2020-06-05,5
2020-06-06,3
2020-06-07,1
2020-06-08,4
2020-06-09,6
2020-06-10,7
2020-06-11,2
2020-06-12,6
2020-06-14,3
2020-06-15,6
2020-06-16,3
2020-06-17,9
2020-06-18,6
2020-06-19,5
2020-06-20,2
2020-06-22,1
2020-06-24,5
2020-06-25,2
2020-06-27,1
2020-06-29,3
2020-06-30,1
2020-07-01,3
2020-07-02,1
2020-07-06,1
