"dt_notific","n.notific"
2020-03-18,1
2020-04-06,1
2020-04-26,3
2020-04-29,3
2020-04-30,2
2020-05-02,4
2020-05-03,1
2020-05-04,2
2020-05-05,5
2020-05-06,1
2020-05-07,2
2020-05-09,4
2020-05-10,2
2020-05-11,4
2020-05-12,2
2020-05-13,2
2020-05-14,3
2020-05-15,5
2020-05-16,4
2020-05-17,1
2020-05-18,2
2020-05-19,9
2020-05-20,3
2020-05-21,3
2020-05-22,5
2020-05-23,1
2020-05-24,3
2020-05-25,4
2020-05-26,3
2020-05-27,1
2020-05-28,5
2020-05-29,5
2020-05-31,3
2020-06-01,8
2020-06-02,3
2020-06-03,10
2020-06-04,5
2020-06-05,3
2020-06-06,2
2020-06-07,1
2020-06-08,2
2020-06-09,4
2020-06-10,4
2020-06-11,2
2020-06-12,5
2020-06-14,2
2020-06-15,3
2020-06-16,1
2020-06-17,4
2020-06-18,2
2020-06-19,5
