"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-04-25,NA
2,2,2,2020-04-26,NA
0,0,0,2020-04-27,NA
3,3,3,2020-04-28,NA
1,1,1,2020-04-29,3
0,0,0,2020-04-30,2
1,1,1,2020-05-01,NA
1,1,1,2020-05-02,3
0,0,0,2020-05-03,1
1,1,1,2020-05-04,NA
0,0,0,2020-05-05,1
0,0,0,2020-05-06,1
2,2,2,2020-05-07,NA
1,1,1,2020-05-08,1
1,1,1,2020-05-09,NA
1,1,1,2020-05-10,NA
0,0,1,2020-05-11,2
1,1,2,2020-05-12,1
0,0,1,2020-05-13,1
0,0,1,2020-05-14,1
1,1,2,2020-05-15,NA
1,1,2,2020-05-16,1
4,4,5,2020-05-17,NA
1,1,2,2020-05-18,NA
0,0,1,2020-05-19,1
1,1,2,2020-05-20,1
0,0,1,2020-05-21,4
1,1,2,2020-05-22,1
1,1,3,2020-05-23,NA
3,3,5,2020-05-24,1
0,0,2,2020-05-25,NA
1,1,3,2020-05-26,1
0,0,2,2020-05-27,1
1,1,3,2020-05-28,3
0,0,2,2020-05-29,NA
0,0,2,2020-05-30,1
0,0,2,2020-05-31,NA
0,0,2,2020-06-01,1
0,0,2,2020-06-02,NA
0,0,2,2020-06-03,NA
