"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-05-03,5
2,2,2,2020-05-04,2
4,4,4,2020-05-05,4
7,7,7,2020-05-06,7
3,3,3,2020-05-07,3
6,6,6,2020-05-08,6
0,0,0,2020-05-09,NA
5,5,6,2020-05-10,5
3,3,5,2020-05-11,3
4,4,6,2020-05-12,4
6,6,8,2020-05-13,6
9,9,11,2020-05-14,9
7,7,10,2020-05-15,7
4,4,7,2020-05-16,4
4,4,7,2020-05-17,4
5,4,7,2020-05-18,4
7,6,10,2020-05-19,6
5,4,7,2020-05-20,4
8,7,11,2020-05-21,7
6,5,9,2020-05-22,5
7,6,11,2020-05-23,6
5,4,9,2020-05-24,4
6,4,9,2020-05-25,4
8,6,12,2020-05-26,6
12,10,16,2020-05-27,10
7,5,11,2020-05-28,5
8,6,13,2020-05-29,6
12,9,17,2020-05-30,9
7,4,12,2020-05-31,4
9,6,14,2020-06-01,6
6,3,11,2020-06-02,3
9,6,15,2020-06-03,6
6,2,11,2020-06-04,2
7,4,12,2020-06-05,3
6,3,12,2020-06-06,2
6,2,12,2020-06-07,1
6,2,13,2020-06-08,1
7,2,14,2020-06-09,1
6,1,14,2020-06-10,NA
6,1,14,2020-06-11,NA
