"dt_sin_pri","n.casos"
2020-01-25,1
2020-01-29,1
2020-02-01,1
2020-02-04,1
2020-02-09,1
2020-02-17,1
2020-02-20,1
2020-02-23,1
2020-02-24,1
2020-02-25,1
2020-03-04,1
2020-03-09,1
2020-03-11,2
2020-03-12,1
2020-03-13,1
2020-03-18,1
2020-03-20,1
2020-03-21,3
2020-03-22,2
2020-03-24,3
2020-03-25,1
2020-03-26,4
2020-03-28,1
2020-03-29,1
2020-03-30,2
2020-03-31,3
2020-04-01,15
2020-04-02,3
2020-04-03,2
2020-04-04,5
2020-04-05,2
2020-04-06,4
2020-04-07,4
2020-04-08,2
2020-04-09,1
2020-04-10,4
2020-04-11,4
2020-04-12,5
2020-04-13,3
2020-04-14,3
2020-04-15,3
2020-04-16,4
2020-04-17,6
2020-04-18,2
2020-04-19,4
2020-04-20,8
2020-04-21,3
2020-04-22,3
2020-04-23,9
2020-04-24,8
2020-04-25,7
2020-04-26,5
2020-04-27,3
2020-04-28,8
2020-04-29,5
2020-04-30,7
2020-05-01,7
2020-05-02,8
2020-05-03,6
2020-05-04,17
2020-05-05,12
2020-05-06,7
2020-05-07,12
2020-05-08,7
2020-05-09,6
2020-05-10,14
2020-05-11,6
2020-05-12,8
2020-05-13,7
2020-05-14,5
2020-05-15,4
2020-05-16,13
2020-05-17,7
2020-05-18,9
2020-05-19,10
2020-05-20,7
2020-05-21,5
2020-05-22,5
2020-05-23,13
2020-05-24,12
2020-05-25,9
2020-05-26,4
2020-05-27,9
2020-05-28,3
2020-05-29,5
2020-05-30,8
2020-05-31,5
2020-06-01,10
2020-06-02,5
2020-06-03,7
2020-06-04,3
2020-06-05,6
2020-06-06,9
2020-06-07,8
2020-06-08,5
2020-06-09,4
2020-06-10,7
2020-06-11,6
2020-06-12,7
2020-06-13,6
2020-06-14,5
2020-06-15,5
2020-06-16,6
2020-06-17,7
2020-06-18,3
2020-06-19,4
2020-06-20,2
2020-06-22,3
2020-06-23,5
2020-06-24,3
2020-06-25,2
2020-06-26,2
2020-06-27,6
2020-06-28,2
2020-06-29,3
2020-06-30,3
2020-07-01,2
2020-07-02,1
2020-07-03,1
2020-07-04,1
2020-07-05,1
2020-07-06,3
2020-07-07,2
2020-07-11,1
