"dt_evoluca","n.casos"
2020-04-01,1
2020-04-10,3
2020-04-11,1
2020-04-12,2
2020-04-14,2
2020-04-16,2
2020-04-17,2
2020-04-18,2
2020-04-20,1
2020-04-21,1
2020-04-22,1
2020-04-23,1
2020-04-24,3
2020-04-25,6
2020-04-26,5
2020-04-27,3
2020-04-28,3
2020-04-29,3
2020-04-30,1
2020-05-01,4
2020-05-02,1
2020-05-03,3
2020-05-04,2
2020-05-05,4
2020-05-07,3
2020-05-08,4
2020-05-09,3
2020-05-10,2
2020-05-11,5
2020-05-12,5
2020-05-13,7
2020-05-14,3
2020-05-15,2
2020-05-17,6
2020-05-18,4
2020-05-20,2
2020-05-21,7
2020-05-22,13
2020-05-23,6
2020-05-24,8
2020-05-25,4
2020-05-26,3
2020-05-27,6
2020-05-28,8
2020-05-29,5
2020-05-30,2
2020-05-31,6
2020-06-01,4
2020-06-02,1
2020-06-03,7
2020-06-04,8
2020-06-05,5
2020-06-06,5
2020-06-07,3
2020-06-09,2
2020-06-11,5
2020-06-12,1
2020-06-13,5
2020-06-15,4
2020-06-16,2
2020-06-17,1
2020-06-18,2
