"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-16,1
0,0,0,2020-05-17,NA
0,0,0,2020-05-18,NA
5,5,5,2020-05-19,5
5,5,5,2020-05-20,5
1,1,1,2020-05-21,1
3,3,3,2020-05-22,3
1,1,1,2020-05-23,1
0,0,0,2020-05-24,NA
1,1,1,2020-05-25,1
5,5,5,2020-05-26,5
4,4,4,2020-05-27,4
0,0,0,2020-05-28,NA
1,1,1,2020-05-29,1
0,0,0,2020-05-30,NA
4,4,5,2020-05-31,4
7,7,8,2020-06-01,7
1,1,2,2020-06-02,1
3,3,4,2020-06-03,3
0,0,1,2020-06-04,NA
1,1,2,2020-06-05,1
0,0,1,2020-06-06,NA
5,5,6,2020-06-07,5
3,3,4,2020-06-08,3
4,4,6,2020-06-09,4
2,2,3,2020-06-10,2
4,4,6,2020-06-11,4
3,3,5,2020-06-12,3
1,1,3,2020-06-13,1
1,1,3,2020-06-14,1
3,3,5,2020-06-15,3
0,0,2,2020-06-16,NA
0,0,2,2020-06-17,NA
2,2,4,2020-06-18,2
1,1,4,2020-06-19,1
1,1,4,2020-06-20,1
1,0,4,2020-06-21,NA
3,2,7,2020-06-22,2
4,3,9,2020-06-23,3
2,0,8,2020-06-24,NA
