"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-10,NA
2,2,2,2020-05-11,1
1,1,1,2020-05-12,2
1,1,1,2020-05-13,1
3,3,3,2020-05-14,1
1,1,1,2020-05-15,3
0,0,0,2020-05-16,1
0,0,1,2020-05-17,NA
5,5,6,2020-05-18,NA
4,4,6,2020-05-19,5
1,1,2,2020-05-20,4
3,3,4,2020-05-21,1
1,1,2,2020-05-22,3
0,0,1,2020-05-23,1
1,1,3,2020-05-24,NA
5,5,7,2020-05-25,1
4,4,6,2020-05-26,5
0,0,1,2020-05-27,4
1,1,3,2020-05-28,NA
0,0,2,2020-05-29,1
4,4,6,2020-05-30,NA
7,7,9,2020-05-31,4
2,2,4,2020-06-01,7
3,3,5,2020-06-02,2
0,0,2,2020-06-03,3
1,1,3,2020-06-04,NA
0,0,2,2020-06-05,1
5,5,8,2020-06-06,NA
3,3,6,2020-06-07,5
5,4,8,2020-06-08,3
3,2,5,2020-06-09,4
5,4,8,2020-06-10,2
4,3,7,2020-06-11,4
2,1,5,2020-06-12,3
2,1,5,2020-06-13,1
3,2,6,2020-06-14,1
1,0,4,2020-06-15,2
1,0,4,2020-06-16,NA
1,0,4,2020-06-17,NA
1,0,5,2020-06-18,NA
