"dt_evoluca","n.casos"
2020-03-23,1
2020-03-28,1
2020-03-29,1
2020-03-30,1
2020-03-31,2
2020-04-01,2
2020-04-02,6
2020-04-04,3
2020-04-05,2
2020-04-06,1
2020-04-07,3
2020-04-08,1
2020-04-09,5
2020-04-10,7
2020-04-12,9
2020-04-13,3
2020-04-14,2
2020-04-15,3
2020-04-16,5
2020-04-17,6
2020-04-18,4
2020-04-19,8
2020-04-20,5
2020-04-21,2
2020-04-22,8
2020-04-23,1
2020-04-24,15
2020-04-25,10
2020-04-26,3
2020-04-27,3
2020-04-28,10
2020-04-29,11
2020-04-30,7
2020-05-01,7
2020-05-02,9
2020-05-03,10
2020-05-04,14
2020-05-05,9
2020-05-06,10
2020-05-07,10
2020-05-08,7
2020-05-09,8
2020-05-10,8
2020-05-11,6
2020-05-12,5
2020-05-13,7
2020-05-14,11
2020-05-15,9
2020-05-16,5
2020-05-17,7
2020-05-18,9
2020-05-19,4
2020-05-20,7
2020-05-21,3
2020-05-22,8
2020-05-23,10
2020-05-24,5
2020-05-25,5
2020-05-26,9
2020-05-27,10
2020-05-28,8
2020-05-29,5
2020-05-30,7
2020-05-31,6
2020-06-01,7
2020-06-02,4
2020-06-03,5
2020-06-04,3
2020-06-05,5
2020-06-06,6
2020-06-07,1
2020-06-08,2
2020-06-09,4
2020-06-10,2
2020-06-11,3
2020-06-12,2
2020-06-13,4
2020-06-14,4
2020-06-15,2
2020-06-16,3
2020-06-21,2
2020-06-22,1
2020-06-23,1
2020-06-24,1
2020-06-25,3
2020-06-26,2
2020-06-28,2
2020-06-29,1
2020-07-02,1
2020-07-03,1
