"dt_sin_pri","n.casos"
2019-12-31,1
2020-01-04,2
2020-01-05,1
2020-01-08,1
2020-01-13,1
2020-01-14,1
2020-01-26,1
2020-02-22,1
2020-02-24,1
2020-02-26,1
2020-02-28,1
2020-03-03,2
2020-03-06,3
2020-03-10,2
2020-03-11,2
2020-03-12,3
2020-03-13,5
2020-03-14,5
2020-03-15,7
2020-03-16,1
2020-03-17,7
2020-03-18,7
2020-03-19,7
2020-03-20,13
2020-03-21,7
2020-03-22,7
2020-03-23,14
2020-03-24,13
2020-03-25,15
2020-03-26,13
2020-03-27,9
2020-03-28,10
2020-03-29,5
2020-03-30,26
2020-03-31,15
2020-04-01,29
2020-04-02,15
2020-04-03,20
2020-04-04,21
2020-04-05,18
2020-04-06,19
2020-04-07,15
2020-04-08,22
2020-04-09,22
2020-04-10,50
2020-04-11,20
2020-04-12,22
2020-04-13,35
2020-04-14,28
2020-04-15,39
2020-04-16,27
2020-04-17,27
2020-04-18,35
2020-04-19,24
2020-04-20,45
2020-04-21,30
2020-04-22,31
2020-04-23,33
2020-04-24,26
2020-04-25,31
2020-04-26,28
2020-04-27,33
2020-04-28,29
2020-04-29,30
2020-04-30,33
2020-05-01,68
2020-05-02,31
2020-05-03,43
2020-05-04,25
2020-05-05,34
2020-05-06,34
2020-05-07,25
2020-05-08,25
2020-05-09,30
2020-05-10,38
2020-05-11,18
2020-05-12,32
2020-05-13,24
2020-05-14,25
2020-05-15,43
2020-05-16,21
2020-05-17,30
2020-05-18,19
2020-05-19,34
2020-05-20,43
2020-05-21,19
2020-05-22,26
2020-05-23,21
2020-05-24,19
2020-05-25,17
2020-05-26,23
2020-05-27,15
2020-05-28,19
2020-05-29,17
2020-05-30,17
2020-05-31,15
2020-06-01,22
2020-06-02,18
2020-06-03,8
2020-06-04,10
2020-06-05,15
2020-06-06,11
2020-06-07,13
2020-06-08,12
2020-06-09,8
2020-06-10,21
2020-06-11,10
2020-06-12,10
2020-06-13,5
2020-06-14,8
2020-06-15,13
2020-06-16,3
2020-06-17,9
2020-06-18,7
2020-06-19,7
2020-06-20,9
2020-06-21,6
2020-06-22,6
2020-06-23,7
2020-06-24,6
2020-06-25,6
2020-06-26,5
2020-06-27,3
2020-06-28,2
2020-06-29,3
2020-06-30,2
2020-07-01,3
2020-07-02,9
2020-07-03,2
2020-07-04,5
2020-07-05,3
2020-07-06,3
2020-07-07,4
2020-07-09,2
2020-07-10,2
2020-07-11,2
2020-07-12,1
2020-07-13,1
2020-07-14,1
2020-07-15,2
2020-07-17,1
2020-07-20,1
