"dt_evoluca","n.casos"
2020-01-07,1
2020-01-08,1
2020-01-16,2
2020-02-29,1
2020-03-18,2
2020-03-20,1
2020-03-21,2
2020-03-22,2
2020-03-23,1
2020-03-25,1
2020-03-26,1
2020-03-27,2
2020-03-28,1
2020-03-29,2
2020-03-31,3
2020-04-02,1
2020-04-03,4
2020-04-04,7
2020-04-05,5
2020-04-06,3
2020-04-08,5
2020-04-09,4
2020-04-10,2
2020-04-11,1
2020-04-12,2
2020-04-13,2
2020-04-14,4
2020-04-15,3
2020-04-16,7
2020-04-17,3
2020-04-18,8
2020-04-19,5
2020-04-20,7
2020-04-21,6
2020-04-22,5
2020-04-23,3
2020-04-24,6
2020-04-25,7
2020-04-26,8
2020-04-27,3
2020-04-28,2
2020-04-29,4
2020-04-30,6
2020-05-01,5
2020-05-02,11
2020-05-03,4
2020-05-04,3
2020-05-05,5
2020-05-06,6
2020-05-07,7
2020-05-08,8
2020-05-09,1
2020-05-10,2
2020-05-11,2
2020-05-12,2
2020-05-13,9
2020-05-14,2
2020-05-15,4
2020-05-16,6
2020-05-17,11
2020-05-18,5
2020-05-19,2
2020-05-20,6
2020-05-21,3
2020-05-22,4
2020-05-23,5
2020-05-24,5
2020-05-25,7
2020-05-26,7
2020-05-27,8
2020-05-28,7
2020-05-29,4
2020-05-30,5
2020-05-31,6
2020-06-01,6
2020-06-02,6
2020-06-03,4
2020-06-04,3
2020-06-05,6
2020-06-06,2
2020-06-07,4
2020-06-08,7
2020-06-09,1
2020-06-10,4
2020-06-11,2
2020-06-12,3
2020-06-13,5
2020-06-14,1
2020-06-15,7
2020-06-16,4
2020-06-17,5
2020-06-18,5
2020-06-19,1
2020-06-20,3
