"estimate","lower","upper","onset_date","n.reported"
14,14,14,2020-05-04,14
7,7,9,2020-05-05,7
6,6,9,2020-05-06,6
6,6,9,2020-05-07,6
14,14,17,2020-05-08,14
7,7,10,2020-05-09,7
6,6,9,2020-05-10,6
6,5,9,2020-05-11,5
14,13,17,2020-05-12,13
5,4,8,2020-05-13,4
8,7,12,2020-05-14,7
13,12,17,2020-05-15,12
4,3,8,2020-05-16,3
13,11,17,2020-05-17,11
14,12,18,2020-05-18,12
8,6,12,2020-05-19,6
15,13,20,2020-05-20,13
11,9,16,2020-05-21,9
5,3,9,2020-05-22,3
7,4,11,2020-05-23,4
6,3,11,2020-05-24,3
10,7,15,2020-05-25,7
9,6,14,2020-05-26,6
6,3,11,2020-05-27,3
8,5,14,2020-05-28,5
4,1,9,2020-05-29,1
6,2,11,2020-05-30,2
9,6,14,2020-05-31,5
7,4,13,2020-06-01,3
6,3,12,2020-06-02,2
7,3,12,2020-06-03,2
6,2,12,2020-06-04,1
5,1,11,2020-06-05,NA
5,1,12,2020-06-06,NA
5,1,12,2020-06-07,NA
5,1,12,2020-06-08,NA
5,1,13,2020-06-09,NA
6,1,13,2020-06-10,NA
6,1,14,2020-06-11,NA
6,1,14,2020-06-12,NA
