"dt_notific","n.notific"
2020-01-12,1
2020-01-15,1
2020-01-27,1
2020-02-04,1
2020-02-14,1
2020-02-25,1
2020-02-26,2
2020-02-27,2
2020-02-28,1
2020-03-01,1
2020-03-04,1
2020-03-06,1
2020-03-07,1
2020-03-09,1
2020-03-10,1
2020-03-12,3
2020-03-13,4
2020-03-14,1
2020-03-15,1
2020-03-16,5
2020-03-17,5
2020-03-18,7
2020-03-19,5
2020-03-20,10
2020-03-21,5
2020-03-22,8
2020-03-23,24
2020-03-24,29
2020-03-25,25
2020-03-26,34
2020-03-27,34
2020-03-28,26
2020-03-29,25
2020-03-30,47
2020-03-31,35
2020-04-01,36
2020-04-02,32
2020-04-03,38
2020-04-04,31
2020-04-05,32
2020-04-06,51
2020-04-07,34
2020-04-08,32
2020-04-09,38
2020-04-10,23
2020-04-11,25
2020-04-12,25
2020-04-13,76
2020-04-14,56
2020-04-15,46
2020-04-16,58
2020-04-17,32
2020-04-18,43
2020-04-19,24
2020-04-20,41
2020-04-21,55
2020-04-22,50
2020-04-23,58
2020-04-24,54
2020-04-25,44
2020-04-26,43
2020-04-27,75
2020-04-28,73
2020-04-29,55
2020-04-30,85
2020-05-01,67
2020-05-02,51
2020-05-03,45
2020-05-04,77
2020-05-05,77
2020-05-06,71
2020-05-07,57
2020-05-08,66
2020-05-09,78
2020-05-10,57
2020-05-11,70
2020-05-12,81
2020-05-13,70
2020-05-14,94
2020-05-15,94
2020-05-16,57
2020-05-17,52
2020-05-18,81
2020-05-19,72
2020-05-20,68
2020-05-21,80
2020-05-22,80
2020-05-23,56
2020-05-24,44
2020-05-25,47
2020-05-26,82
2020-05-27,65
2020-05-28,59
2020-05-29,66
2020-05-30,42
2020-05-31,56
2020-06-01,59
2020-06-02,60
2020-06-03,43
2020-06-04,55
2020-06-05,48
2020-06-06,44
2020-06-07,34
2020-06-08,56
2020-06-09,56
2020-06-10,44
2020-06-11,33
2020-06-12,29
2020-06-13,34
2020-06-14,28
2020-06-15,43
2020-06-16,46
2020-06-17,34
2020-06-18,22
2020-06-19,25
2020-06-20,6
2020-06-21,6
2020-06-22,18
2020-06-23,17
2020-06-24,11
